session,fn,idx,sex,audio_caption,emotion,text,Bio,aus,visual_caption
2,Ses02F_impro05,40,F,Angry,neu,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,41,M,The speaker sounds calm.,neu,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person.","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_impro05,42,F,The speaker sounds angry.,neu,"Well, can I at least have my fifty dollars, please?","Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_impro05,43,M,The speaker sounds neutral.,neu,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out.","Speaker M appears confident and assertive in the conversation, often taking the lead in initiating topics. They seem to have clear opinions and express them strongly. However, there's a slight tone of impatience when others speak, which might suggest some level of frustration or eagerness to move forward with their ideas.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_impro05,44,F,The speaker sounds like a man.,neu,Thank you.,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_impro05,45,F,The speaker sounds happy.,neu,Thank you very much.,"Speaker F appears to be a considerate and empathetic individual, often responding with supportive statements like ""That sounds tough"" and showing interest in others' feelings. This indicates a strong sense of emotional awareness and a willingness to engage positively with others. However, the limited context suggests there might also be moments of hesitation or reluctance in contributing more actively to the conversation.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_script02_1,0,M,The speaker sounds neutral.,neu,What time is it?  They're supposed to run around midnight.,"Speaker M appears to be assertive and direct in their communication. They often interrupt or overlap with others, suggesting a need for more patience or active listening from them. However, this could also indicate confidence and a strong stance on topics they feel passionate about.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_script02_1,1,M,The speaker sounds happy.,neu,"This is great, isn't it?  Look at the night we've got here, couldn't be better.","Speaker M appears to be assertive and direct in their communication. They often interrupt or overlap with others, suggesting a need for more patience or active listening from them. However, this could also indicate confidence and a strong stance on topics they feel passionate about.","Cheek Raiser, Lip Corner Puller",Nan
2,Ses02F_script02_1,2,M,The speaker sounds sad.,neu,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.","Speaker M appears to be assertive and direct in their communication. They often interrupt or overlap with others, suggesting a need for more patience or active listening from them. However, this could also indicate confidence and a strong stance on topics they feel passionate about.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_script02_1,3,M,The speaker sounds happy.,neu,How you doing?,"Speaker M appears to be assertive and direct in their communication. They often interrupt or overlap with others, suggesting a need for more patience or active listening from them. However, this could also indicate confidence and a strong stance on topics they feel passionate about.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
2,Ses02F_script02_1,4,F,"The speaker sounds female, happy, and in the neutral mood.",neu,Fine.,"Speaker F appears to be a supportive and empathetic individual, frequently nodding in agreement and showing interest through affirmations like ""absolutely"" and ""right."" They also display patience and understanding, allowing others to express their thoughts without interruption.","Inner Brow Raiser, Outer Brow Raiser, Upper Lid Raiser, Jaw Drop",Nan
2,Ses02F_script02_1,5,M,Neutral,neu,Is that--no--is that just foam?  I can't even tell.,"Speaker M appears to be assertive and direct in their communication. They often interrupt or overlap with others, suggesting a need for more patience or active listening from them. However, this could also indicate confidence and a strong stance on topics they feel passionate about.","Brow Lowerer, Upper Lid Raiser, Lid Tightener, Lip Tightener",Nan
2,Ses02F_script02_1,6,M,"The speaker sounds English, male with a neutral mood.",neu,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?","Speaker M appears to be assertive and direct in their communication. They often interrupt or overlap with others, suggesting a need for more patience or active listening from them. However, this could also indicate confidence and a strong stance on topics they feel passionate about.","Nose Wrinkler, Lip Corner Depressor, Chin Raiser",Nan
